video_id,time,x1,y1,x2,y2,probability,park,site_id,distance
aany.mp4,0,0.0,0.4190867,0.32064056,0.88887703,0.7333985,moyen_bafing,fat,3.0
aany.mp4,10,0.5976560000000001,0.5749995,0.739062,0.7763885,0.870143,moyen_bafing,fat,4.0
aany.mp4,20,0.6872215,0.5683679,0.98108244,0.8536618,0.21931614,moyen_bafing,fat,4.0
aazh.avi,0,0.0096874535,0.36197138,0.465045,0.9239086,0.7364271,tai,cwq,1.5
aazh.avi,2,0.016854912,0.36550978,0.47696987,0.91867757,0.508687,tai,cwq,1.5
aazh.avi,4,0.013069823,0.28710565,0.47219127,0.9669285,0.14892422,tai,cwq,1.5
aazh.avi,6,0.025318787,0.33401975,0.4717272,0.9356499,0.07395812,tai,cwq,1.5
aazh.avi,8,0.020436496,0.34243,0.47454152,0.938095,0.17608401,tai,cwq,1.5
aazh.avi,10,0.016211614,0.33898988,0.4636026,0.9370036,0.2666791,tai,cwq,1.5
aazh.avi,12,0.03862956,0.31037855,0.55201197,0.9671706,0.06878573,tai,cwq,1.5
aazh.avi,14,0.00886102,0.36859828,0.47870243,0.9968416,0.04934871,tai,cwq,1.5
abim.mp4,0,0.80971617,0.17899016,1.0,0.8151506,0.100011006,moyen_bafing,cde,17.0
abim.mp4,10,0.83886135,0.23194066,1.0,0.779914,0.13095644,moyen_bafing,cde,17.0
abim.mp4,20,0.24582922,0.48678645,0.7833352,0.9464607,0.31736887,moyen_bafing,cde,17.0
abim.mp4,30,0.26886946,0.49237794,0.75540495,0.9460809,0.51623076,moyen_bafing,cde,17.0
abim.mp4,40,0.8053392,0.18018073,1.0,0.81823575,0.13920838,moyen_bafing,cde,16.0
acpr.mp4,0,0.44723883,0.5761206,0.5054815,0.84628636,0.13825709,moyen_bafing,tre,5.0
acpr.mp4,10,,,,,,moyen_bafing,tre,12.0
aczq.avi,0,0.327084,0.6499995000000001,0.428646,0.8379624999999999,0.867715,tai,gxw,4.5
aczq.avi,2,0.3348965,0.648148,0.4458335,0.843518,0.873124,tai,gxw,4.5
aczq.avi,4,0.34096968,0.65500647,0.48628214,0.85249805,0.24312796,tai,gxw,4.5
aczq.avi,6,0.3530866,0.65529335,0.5162944,0.85140175,0.25026205,tai,gxw,4.5
aczq.avi,8,0.3463545,0.6555559999999999,0.5005215,0.85,0.935482,tai,gxw,4.5
aczq.avi,10,0.4609374999999999,0.6527775,0.5791664999999999,0.8407404999999999,0.675096,tai,gxw,4.5
aczq.avi,12,0.4432295,0.6546295,0.5786465000000001,0.8481485,0.890162,tai,gxw,4.5
aczq.avi,14,0.295312,0.6037035,0.446354,0.8629625000000001,0.872151,tai,gxw,4.5
adky.avi,0,0.19357237,0.3526721,0.9375807,1.0,0.02869171,tai,cbl,11.0
adky.avi,2,,,,,,tai,cbl,11.0
adky.avi,4,0.38919556,0.49532604,0.72107804,0.8880414,0.011691985,tai,cbl,11.0
adky.avi,6,0.38871193,0.49129647,0.725428,0.89165306,0.012532207,tai,cbl,13.5
admu.mp4,30,0.6240222,0.8581227,0.762253,0.9525486,0.061670158,moyen_bafing,vyi,10.0
admu.mp4,40,0.3203121,0.7319445,0.4101559,0.8583335000000001,0.899504,moyen_bafing,vyi,9.0
admu.mp4,50,0.62300384,0.85882425,0.7637239,0.9521857,0.049312685,moyen_bafing,vyi,9.0
admx.avi,7,0.0,0.0,0.7642669,0.7834996,0.019664673,tai,qsz,3.5
admx.avi,9,0.619531,0.5847225,0.792969,0.8208335,0.530249,tai,qsz,3.5
admx.avi,11,0.0,0.0,0.76515585,0.7852012,0.019325405,tai,qsz,2.5
admx.avi,13,0.0,0.0,0.7641798,0.7838225,0.019577904,tai,qsz,2.5
adsm.mp4,8,0.8277544,0.43043202,1.0,0.70157784,0.94766337,moyen_bafing,pgt,11.0
adsm.mp4,10,0.81374115,0.38195002,0.8614694,0.5010742,0.86499,moyen_bafing,pgt,11.0
adsm.mp4,12,0.83552766,0.37578848,0.89234316,0.49945584,0.8980655,moyen_bafing,pgt,11.0
adsm.mp4,14,0.7465657,0.36666983,0.8193857,0.49250752,0.94931865,moyen_bafing,pgt,11.0
adsm.mp4,16,0.7406831,0.37100467,0.8175226,0.48979348,0.95184886,moyen_bafing,pgt,11.0
adsm.mp4,18,0.72804713,0.38646516,0.79881364,0.49819395,0.8022255,moyen_bafing,pgt,10.0
adsm.mp4,20,0.6650906,0.3693623,0.7261918,0.5065311,0.8935277,moyen_bafing,pgt,7.0
adsm.mp4,22,0.55966246,0.37340266,0.63095,0.521518,0.8905037,moyen_bafing,pgt,6.0
adsm.mp4,24,0.5268455,0.4399951,0.8350971,0.9392929,0.91413724,moyen_bafing,pgt,4.0
adsm.mp4,26,0.7225388,0.20295003,0.9943033,1.0,0.7989325,moyen_bafing,pgt,3.0
adsm.mp4,28,0.8426015,0.28011453,0.9977984,0.97420096,0.8202955,moyen_bafing,pgt,2.0
adsm.mp4,30,0.6890816,0.06057334,0.9881523,1.0,0.7418833,moyen_bafing,pgt,2.0
adsm.mp4,50,0.4880617,0.5225051,0.6398462,0.9252058,0.96572983,moyen_bafing,pgt,17.0
adsm.mp4,52,0.9292301,0.2974978,0.99999326,0.5344678,0.5682251,moyen_bafing,pgt,9.0
adxl.mp4,0,0.40915996,0.76722246,1.0,0.9823454,0.9590548,moyen_bafing,pxp,2.0
adxl.mp4,2,0.29019842,0.6620974,0.81557953,0.95621914,0.7705409,moyen_bafing,pxp,2.0
adxl.mp4,4,0.21195182,0.6534131,0.81448615,0.93146116,0.9235904,moyen_bafing,pxp,2.0
adxl.mp4,6,0.12327528,0.5874171,0.6592947,0.95458424,0.96581775,moyen_bafing,pxp,2.0
